,home_team,away_team,home_team_number,away_team_number,home_goal_expect,away_goal_expect,game_number,draw,home_win,away_win
142,VfB Stuttgart ,Bayern München ,7.0,10.0,1.2100840336134455,4.000566973777463,142,0.08727251038018358,0.06314490406642112,0.6333963754384705
143,VfL Wolfsburg ,1. FC Köln ,8.0,0.0,1.3750954927425518,1.3394755492558472,143,0.25732301497551613,0.3765960622014421,0.3605712768506278
144,1. FC Köln ,VfB Stuttgart ,0.0,7.0,1.432063734584743,0.6965272856130403,144,0.27080310590470275,0.5439913319542873,0.18154786003246032
145,Bayern München ,VfL Wolfsburg ,10.0,8.0,3.111644657863146,0.6888731396172928,145,0.10297708483098067,0.7497875537213706,0.05157087851873697
146,Eintracht Frankfurt ,1. FSV Mainz 05 ,11.0,2.0,1.3358070500927643,0.9542168674698797,146,0.2777850701729555,0.45236369951569666,0.2668380044769947
147,Hertha BSC ,Borussia Dortmund ,12.0,5.0,1.1315071483138712,2.7784549964564147,147,0.15369318836327822,0.1277050823353206,0.6543084794433317
148,RB Leipzig ,Arminia Bielefeld ,13.0,3.0,2.534104550911273,0.5204819277108435,148,0.13308879661990344,0.7664493206159859,0.056106767149904924
149,SC Freiburg ,Bayer 04 Leverkusen ,14.0,9.0,1.5086761977518282,2.61516654854713,149,0.17849237013763045,0.20373832493091928,0.5632589901855425
150,SpVgg Greuther Fürth ,FC Augsburg ,15.0,6.0,0.8839899596202117,1.1787384833451455,150,0.2983179403707048,0.2746341401995876,0.42536389539951414
151,TSG Hoffenheim ,Bor. Mönchengladbach ,16.0,4.0,2.2708719851576995,1.2858965272856133,151,0.19642080867964204,0.5673031276124217,0.2057861172463977
152,VfL Bochum ,1. FC Union Berlin ,17.0,1.0,1.1138273491214667,1.0843373493975905,152,0.29142020808730407,0.36068421172602066,0.3459655407399709
153,Hertha BSC ,1. FC Köln ,12.0,0.0,1.3200916730328496,2.104890148830617,153,0.20896363874122953,0.2341011311856335,0.5339263953785859
154,Bayer 04 Leverkusen ,1. FC Union Berlin ,9.0,1.0,2.068536505511295,1.4670446491849756,154,0.21210201785809854,0.4960767290423584,0.26872370993456973
155,RB Leipzig ,1. FSV Mainz 05 ,13.0,2.0,2.8719851576994433,0.7373493975903617,155,0.12290901525971776,0.7377906616595594,0.06762391832936267
156,SC Freiburg ,Arminia Bielefeld ,14.0,3.0,1.8858452471897849,0.7654145995747699,156,0.21562818575802795,0.6263756951827083,0.14506502892063142
157,Bayern München ,Bor. Mönchengladbach ,10.0,4.0,3.205936920222635,0.8036853295535084,157,0.10513677393655659,0.729068740826617,0.059539696300992644
158,Eintracht Frankfurt ,Borussia Dortmund ,11.0,5.0,0.9429226235948927,1.852303330970943,158,0.2245157276334425,0.18773312174679194,0.5755144584253263
159,TSG Hoffenheim ,FC Augsburg ,16.0,6.0,2.0037105751391464,0.8572643515237421,159,0.20666895354461348,0.6243457707129841,0.15202587595116163
160,SpVgg Greuther Fürth ,VfB Stuttgart ,15.0,7.0,0.7955909636581904,1.0945428773919206,160,0.3141512264195597,0.2629891426389297,0.4217370909486968
161,VfL Bochum ,VfL Wolfsburg ,17.0,8.0,1.361344537815126,0.7807228915662653,161,0.2795453480722875,0.5028849626261173,0.21461355790023126
162,Bor. Mönchengladbach ,Bayer 04 Leverkusen ,4.0,9.0,1.555822328931573,2.8243798724309004,162,0.16704909998616227,0.1877509414684435,0.5730024356972112
163,1. FC Köln ,Bayern München ,0.0,10.0,1.1668667466986793,2.6253720765414608,163,0.1663805275559702,0.1466396531816446,0.634817452278291
164,FC Augsburg ,Eintracht Frankfurt ,6.0,11.0,1.3259849394303178,1.6583982990786674,164,0.24008280893975292,0.30455251319602433,0.4457882913745735
165,VfL Wolfsburg ,Hertha BSC ,8.0,12.0,1.8662010258648916,0.6965272856130403,165,0.21497625194086564,0.6404722932533511,0.13226031541406533
166,VfB Stuttgart ,RB Leipzig ,7.0,13.0,1.100076394194041,2.3676824946846216,166,0.1833699745941396,0.16056857943850764,0.621364860941764
167,Borussia Dortmund ,SC Freiburg ,5.0,14.0,2.1451489686783805,1.8574060949681077,167,0.2049344705905037,0.43060695737403715,0.3303864241727584
168,Arminia Bielefeld ,SpVgg Greuther Fürth ,3.0,15.0,1.443850267379679,0.762863217576187,168,0.2690516810514645,0.5292913148143219,0.1978007747198525
169,1. FC Union Berlin ,TSG Hoffenheim ,1.0,16.0,1.7679799192404237,1.040963855421687,169,0.23394548307482785,0.5346102045729968,0.22115276680209195
170,1. FSV Mainz 05 ,VfL Bochum ,2.0,17.0,2.26890756302521,0.47710843373493983,170,0.15488648298980712,0.75428183296815,0.0624869976697924
171,VfL Bochum ,1. FC Köln ,17.0,0.0,1.1550802139037433,1.0843373493975905,171,0.2880048059540189,0.3724281892718407,0.33742929867724286
172,Bor. Mönchengladbach ,1. FC Union Berlin ,4.0,1.0,1.7503001200480193,1.7221828490432323,172,0.22371398945223753,0.38482850058943113,0.3739050818092145
173,SpVgg Greuther Fürth ,1. FSV Mainz 05 ,15.0,2.0,1.0018552875695732,1.4313253012048195,173,0.26658256187552176,0.2633955024743085,0.46586264332562916
